spk_id,gender,household_id,hh_size,OA,LSOA,MSOA
spk-o-42839,male,E00069613_HH000121,2,E00069613,E01035104,E02002864
spk-o-45344,male,E00069613_HH000152,5,E00069613,E01035104,E02002864
spk-o-1452,male,E00069613_HH000100,2,E00069613,E01035104,E02002864
spk-m-72604,male,E00069613_HH000091,2,E00069613,E01035104,E02002864
spk-o-16077,male,E00069613_HH000101,2,E00069613,E01035104,E02002864
spk-m-72543,male,E00069613_HH000075,2,E00069613,E01035104,E02002864
spk-m-72520,male,E00069613_HH000069,2,E00069613,E01035104,E02002864
spk-o-44652,male,E00069613_HH000133,2,E00069613,E01035104,E02002864
spk-m-72587,male,E00069613_HH000086,2,E00069613,E01035104,E02002864
spk-o-45752,male,E00069613_HH000163,3,E00069613,E01035104,E02002864
spk-o-51111,female,E00069613_HH000021,1,E00069613,E01035104,E02002864
spk-o-42721,male,E00069613_HH000120,2,E00069613,E01035104,E02002864
spk-o-51445,female,E00069613_HH000061,2,E00069613,E01035104,E02002864
spk-m-72557,male,E00069613_HH000079,2,E00069613,E01035104,E02002864
spk-o-45535,male,E00069613_HH000154,5,E00069613,E01035104,E02002864
spk-m-72547,male,E00069613_HH000077,2,E00069613,E01035104,E02002864
spk-o-45806,male,E00069614_HH000049,2,E00069614,E01013800,E02002864
spk-o-46240,male,E00069614_HH000074,2,E00069614,E01013800,E02002864
spk-o-51685,female,E00069614_HH000017,1,E00069614,E01013800,E02002864
spk-o-46410,male,E00069614_HH000087,2,E00069614,E01013800,E02002864
spk-o-46493,male,E00069614_HH000095,2,E00069614,E01013800,E02002864
spk-o-46324,male,E00069614_HH000080,2,E00069614,E01013800,E02002864
spk-o-46404,male,E00069614_HH000087,2,E00069614,E01013800,E02002864
spk-o-51827,female,E00069614_HH000031,1,E00069614,E01013800,E02002864
spk-o-51720,female,E00069614_HH000019,1,E00069614,E01013800,E02002864
spk-o-46561,male,E00069614_HH000099,5,E00069614,E01013800,E02002864
spk-o-46502,male,E00069614_HH000096,2,E00069614,E01013800,E02002864
spk-o-51672,female,E00069614_HH000016,1,E00069614,E01013800,E02002864
spk-o-52038,female,E00069614_HH000044,2,E00069614,E01013800,E02002864
spk-o-45754,male,E00069614_HH000045,2,E00069614,E01013800,E02002864
spk-o-46252,male,E00069614_HH000074,2,E00069614,E01013800,E02002864
spk-o-51974,female,E00069614_HH000039,2,E00069614,E01013800,E02002864
spk-o-46318,male,E00069614_HH000079,2,E00069614,E01013800,E02002864
spk-o-51621,female,E00069614_HH000010,1,E00069614,E01013800,E02002864
spk-o-46444,male,E00069614_HH000090,2,E00069614,E01013800,E02002864
spk-o-46000,male,E00069614_HH000059,2,E00069614,E01013800,E02002864
spk-o-46233,male,E00069614_HH000073,2,E00069614,E01013800,E02002864
spk-o-46519,male,E00069614_HH000097,2,E00069614,E01013800,E02002864
spk-o-45775,male,E00069614_HH000047,2,E00069614,E01013800,E02002864
spk-o-46748,male,E00069614_HH000104,3,E00069614,E01013800,E02002864
spk-o-45875,male,E00069614_HH000053,2,E00069614,E01013800,E02002864
spk-o-45844,male,E00069614_HH000051,2,E00069614,E01013800,E02002864
spk-o-46276,male,E00069614_HH000076,2,E00069614,E01013800,E02002864
spk-o-46531,male,E00069614_HH000098,5,E00069614,E01013800,E02002864
spk-o-46259,male,E00069614_HH000075,2,E00069614,E01013800,E02002864
spk-o-46664,male,E00069614_HH000100,4,E00069614,E01013800,E02002864
spk-o-45848,male,E00069614_HH000051,2,E00069614,E01013800,E02002864
spk-o-45904,male,E00069614_HH000055,2,E00069614,E01013800,E02002864
spk-o-46320,male,E00069614_HH000079,2,E00069614,E01013800,E02002864
spk-o-45980,male,E00069614_HH000058,2,E00069614,E01013800,E02002864
spk-o-51789,female,E00069614_HH000025,1,E00069614,E01013800,E02002864
spk-o-46763,male,E00069614_HH000105,3,E00069614,E01013800,E02002864
spk-o-46077,male,E00069614_HH000065,2,E00069614,E01013800,E02002864
spk-o-46595,male,E00069614_HH000099,5,E00069614,E01013800,E02002864
spk-o-51724,female,E00069614_HH000020,1,E00069614,E01013800,E02002864
spk-o-46461,male,E00069614_HH000092,2,E00069614,E01013800,E02002864
spk-o-46372,male,E00069614_HH000085,2,E00069614,E01013800,E02002864
spk-o-51583,female,E00069614_HH000006,1,E00069614,E01013800,E02002864
spk-o-45825,male,E00069614_HH000050,2,E00069614,E01013800,E02002864
spk-o-46384,male,E00069614_HH000086,2,E00069614,E01013800,E02002864
spk-o-46156,male,E00069614_HH000069,2,E00069614,E01013800,E02002864
spk-o-46578,male,E00069614_HH000099,5,E00069614,E01013800,E02002864
spk-o-46108,male,E00069614_HH000066,2,E00069614,E01013800,E02002864
spk-o-46208,male,E00069614_HH000072,2,E00069614,E01013800,E02002864
spk-o-51648,female,E00069614_HH000013,1,E00069614,E01013800,E02002864
spk-o-51865,female,E00069614_HH000034,2,E00069614,E01013800,E02002864
spk-o-46742,male,E00069614_HH000103,3,E00069614,E01013800,E02002864
spk-o-51936,female,E00069614_HH000038,2,E00069614,E01013800,E02002864
spk-o-45843,male,E00069614_HH000050,2,E00069614,E01013800,E02002864
spk-o-46787,male,E00069614_HH000106,3,E00069614,E01013800,E02002864
spk-o-45880,male,E00069614_HH000054,2,E00069614,E01013800,E02002864
spk-o-46076,male,E00069614_HH000064,2,E00069614,E01013800,E02002864
spk-o-45928,male,E00069614_HH000056,2,E00069614,E01013800,E02002864
spk-o-51824,female,E00069614_HH000030,1,E00069614,E01013800,E02002864
spk-o-46505,male,E00069614_HH000096,2,E00069614,E01013800,E02002864
spk-o-46526,male,E00069614_HH000098,5,E00069614,E01013800,E02002864
spk-o-52018,female,E00069614_HH000042,2,E00069614,E01013800,E02002864
spk-o-46567,male,E00069614_HH000099,5,E00069614,E01013800,E02002864
spk-o-51886,female,E00069614_HH000036,2,E00069614,E01013800,E02002864
spk-o-51833,female,E00069614_HH000032,1,E00069614,E01013800,E02002864
spk-o-46097,male,E00069614_HH000065,2,E00069614,E01013800,E02002864
spk-o-46623,male,E00069614_HH000100,4,E00069614,E01013800,E02002864
spk-o-51896,female,E00069614_HH000037,2,E00069614,E01013800,E02002864
spk-o-46537,male,E00069614_HH000098,5,E00069614,E01013800,E02002864
spk-o-46757,male,E00069614_HH000105,3,E00069614,E01013800,E02002864
spk-o-51804,female,E00069614_HH000027,1,E00069614,E01013800,E02002864
spk-o-46395,male,E00069614_HH000086,2,E00069614,E01013800,E02002864
spk-o-46036,male,E00069614_HH000062,2,E00069614,E01013800,E02002864
spk-o-46141,male,E00069614_HH000067,2,E00069614,E01013800,E02002864
spk-o-51562,female,E00069614_HH000003,1,E00069614,E01013800,E02002864
spk-o-51977,female,E00069614_HH000040,2,E00069614,E01013800,E02002864
spk-o-46365,male,E00069614_HH000084,2,E00069614,E01013800,E02002864
spk-o-46793,male,E00069614_HH000107,3,E00069614,E01013800,E02002864
spk-o-46362,male,E00069614_HH000083,2,E00069614,E01013800,E02002864
spk-o-51869,female,E00069614_HH000035,2,E00069614,E01013800,E02002864
spk-o-46291,male,E00069614_HH000078,2,E00069614,E01013800,E02002864
spk-o-51758,female,E00069614_HH000023,1,E00069614,E01013800,E02002864
spk-o-46445,male,E00069614_HH000091,2,E00069614,E01013800,E02002864
spk-o-46438,male,E00069614_HH000090,2,E00069614,E01013800,E02002864
spk-o-51842,female,E00069614_HH000033,2,E00069614,E01013800,E02002864
spk-o-51635,female,E00069614_HH000012,1,E00069614,E01013800,E02002864
spk-o-46326,male,E00069614_HH000080,2,E00069614,E01013800,E02002864
spk-o-46671,male,E00069614_HH000101,4,E00069614,E01013800,E02002864
spk-o-51608,female,E00069614_HH000007,1,E00069614,E01013800,E02002864
spk-o-51820,female,E00069614_HH000028,1,E00069614,E01013800,E02002864
spk-o-46183,male,E00069614_HH000071,2,E00069614,E01013800,E02002864
spk-o-51564,female,E00069614_HH000005,1,E00069614,E01013800,E02002864
spk-o-51839,female,E00069614_HH000033,2,E00069614,E01013800,E02002864
spk-o-46055,male,E00069614_HH000063,2,E00069614,E01013800,E02002864
spk-o-46418,male,E00069614_HH000088,2,E00069614,E01013800,E02002864
spk-o-46736,male,E00069614_HH000103,3,E00069614,E01013800,E02002864
spk-o-46415,male,E00069614_HH000088,2,E00069614,E01013800,E02002864
spk-o-51629,female,E00069614_HH000011,1,E00069614,E01013800,E02002864
spk-o-45788,male,E00069614_HH000048,2,E00069614,E01013800,E02002864
spk-o-46148,male,E00069614_HH000067,2,E00069614,E01013800,E02002864
spk-o-46422,male,E00069614_HH000089,2,E00069614,E01013800,E02002864
spk-o-51549,female,E00069614_HH000001,1,E00069614,E01013800,E02002864
spk-o-46690,male,E00069614_HH000101,4,E00069614,E01013800,E02002864
spk-o-46725,male,E00069614_HH000102,3,E00069614,E01013800,E02002864
spk-o-45850,male,E00069614_HH000052,2,E00069614,E01013800,E02002864
spk-o-46221,male,E00069614_HH000073,2,E00069614,E01013800,E02002864
spk-o-45797,male,E00069614_HH000049,2,E00069614,E01013800,E02002864
spk-o-51965,female,E00069614_HH000039,2,E00069614,E01013800,E02002864
spk-o-46338,male,E00069614_HH000081,2,E00069614,E01013800,E02002864
spk-o-51821,female,E00069614_HH000029,1,E00069614,E01013800,E02002864
spk-o-51893,female,E00069614_HH000037,2,E00069614,E01013800,E02002864
spk-o-46269,male,E00069614_HH000076,2,E00069614,E01013800,E02002864
spk-o-46483,male,E00069614_HH000093,2,E00069614,E01013800,E02002864
spk-o-46484,male,E00069614_HH000094,2,E00069614,E01013800,E02002864
spk-o-51798,female,E00069614_HH000026,1,E00069614,E01013800,E02002864
spk-o-51781,female,E00069614_HH000024,1,E00069614,E01013800,E02002864
spk-o-46717,male,E00069614_HH000102,3,E00069614,E01013800,E02002864
spk-o-46429,male,E00069614_HH000089,2,E00069614,E01013800,E02002864
spk-o-45979,male,E00069614_HH000057,2,E00069614,E01013800,E02002864
spk-o-46178,male,E00069614_HH000071,2,E00069614,E01013800,E02002864
spk-o-45949,male,E00069614_HH000056,2,E00069614,E01013800,E02002864
spk-o-45982,male,E00069614_HH000059,2,E00069614,E01013800,E02002864
spk-o-51890,female,E00069614_HH000036,2,E00069614,E01013800,E02002864
spk-o-45782,male,E00069614_HH000047,2,E00069614,E01013800,E02002864
spk-o-46277,male,E00069614_HH000077,2,E00069614,E01013800,E02002864
spk-o-46293,male,E00069614_HH000078,2,E00069614,E01013800,E02002864
spk-o-46005,male,E00069614_HH000060,2,E00069614,E01013800,E02002864
spk-o-45913,male,E00069614_HH000055,2,E00069614,E01013800,E02002864
spk-o-46784,male,E00069614_HH000106,3,E00069614,E01013800,E02002864
spk-o-46550,male,E00069614_HH000098,5,E00069614,E01013800,E02002864
spk-o-51985,female,E00069614_HH000040,2,E00069614,E01013800,E02002864
spk-o-46063,male,E00069614_HH000064,2,E00069614,E01013800,E02002864
spk-o-46474,male,E00069614_HH000093,2,E00069614,E01013800,E02002864
spk-o-51953,female,E00069614_HH000038,2,E00069614,E01013800,E02002864
spk-o-46368,male,E00069614_HH000085,2,E00069614,E01013800,E02002864
spk-o-51563,female,E00069614_HH000004,1,E00069614,E01013800,E02002864
spk-o-46166,male,E00069614_HH000069,2,E00069614,E01013800,E02002864
spk-o-52030,female,E00069614_HH000043,2,E00069614,E01013800,E02002864
spk-o-46363,male,E00069614_HH000083,2,E00069614,E01013800,E02002864
spk-o-46693,male,E00069614_HH000101,4,E00069614,E01013800,E02002864
spk-o-46486,male,E00069614_HH000094,2,E00069614,E01013800,E02002864
spk-o-46730,male,E00069614_HH000103,3,E00069614,E01013800,E02002864
spk-o-52007,female,E00069614_HH000041,2,E00069614,E01013800,E02002864
spk-o-45957,male,E00069614_HH000057,2,E00069614,E01013800,E02002864
spk-o-51863,female,E00069614_HH000034,2,E00069614,E01013800,E02002864
spk-o-51612,female,E00069614_HH000008,1,E00069614,E01013800,E02002864
spk-o-46186,male,E00069614_HH000072,2,E00069614,E01013800,E02002864
spk-o-46041,male,E00069614_HH000062,2,E00069614,E01013800,E02002864
spk-o-45981,male,E00069614_HH000058,2,E00069614,E01013800,E02002864
spk-o-46632,male,E00069614_HH000100,4,E00069614,E01013800,E02002864
spk-o-46804,male,E00069614_HH000107,3,E00069614,E01013800,E02002864
spk-o-46023,male,E00069614_HH000061,2,E00069614,E01013800,E02002864
spk-o-51620,female,E00069614_HH000009,1,E00069614,E01013800,E02002864
spk-o-51652,female,E00069614_HH000014,1,E00069614,E01013800,E02002864
spk-o-45768,male,E00069614_HH000046,2,E00069614,E01013800,E02002864
spk-o-46570,male,E00069614_HH000099,5,E00069614,E01013800,E02002864
spk-o-46354,male,E00069614_HH000082,2,E00069614,E01013800,E02002864
spk-o-51696,female,E00069614_HH000018,1,E00069614,E01013800,E02002864
spk-o-45869,male,E00069614_HH000053,2,E00069614,E01013800,E02002864
spk-o-46624,male,E00069614_HH000100,4,E00069614,E01013800,E02002864
spk-o-46364,male,E00069614_HH000084,2,E00069614,E01013800,E02002864
spk-o-46546,male,E00069614_HH000098,5,E00069614,E01013800,E02002864
spk-o-46724,male,E00069614_HH000102,3,E00069614,E01013800,E02002864
spk-o-45792,male,E00069614_HH000048,2,E00069614,E01013800,E02002864
spk-o-52036,female,E00069614_HH000044,2,E00069614,E01013800,E02002864
spk-o-46176,male,E00069614_HH000070,2,E00069614,E01013800,E02002864
spk-o-52008,female,E00069614_HH000042,2,E00069614,E01013800,E02002864
spk-o-46789,male,E00069614_HH000106,3,E00069614,E01013800,E02002864
spk-o-45766,male,E00069614_HH000046,2,E00069614,E01013800,E02002864
spk-o-51992,female,E00069614_HH000041,2,E00069614,E01013800,E02002864
spk-o-46020,male,E00069614_HH000061,2,E00069614,E01013800,E02002864
spk-o-51751,female,E00069614_HH000022,1,E00069614,E01013800,E02002864
spk-o-45756,male,E00069614_HH000045,2,E00069614,E01013800,E02002864
spk-o-46511,male,E00069614_HH000097,2,E00069614,E01013800,E02002864
spk-o-46760,male,E00069614_HH000105,3,E00069614,E01013800,E02002864
spk-o-46340,male,E00069614_HH000081,2,E00069614,E01013800,E02002864
spk-o-51878,female,E00069614_HH000035,2,E00069614,E01013800,E02002864
spk-o-46496,male,E00069614_HH000095,2,E00069614,E01013800,E02002864
spk-o-46745,male,E00069614_HH000104,3,E00069614,E01013800,E02002864
spk-o-51552,female,E00069614_HH000002,1,E00069614,E01013800,E02002864
spk-o-52022,female,E00069614_HH000043,2,E00069614,E01013800,E02002864
spk-o-46452,male,E00069614_HH000091,2,E00069614,E01013800,E02002864
spk-o-46342,male,E00069614_HH000082,2,E00069614,E01013800,E02002864
spk-o-46473,male,E00069614_HH000092,2,E00069614,E01013800,E02002864
spk-o-46154,male,E00069614_HH000068,2,E00069614,E01013800,E02002864
spk-o-46139,male,E00069614_HH000066,2,E00069614,E01013800,E02002864
spk-o-46254,male,E00069614_HH000075,2,E00069614,E01013800,E02002864
spk-o-46012,male,E00069614_HH000060,2,E00069614,E01013800,E02002864
spk-o-45878,male,E00069614_HH000054,2,E00069614,E01013800,E02002864
spk-o-46286,male,E00069614_HH000077,2,E00069614,E01013800,E02002864
spk-o-46807,male,E00069614_HH000107,3,E00069614,E01013800,E02002864
spk-o-51735,female,E00069614_HH000021,1,E00069614,E01013800,E02002864
spk-o-46753,male,E00069614_HH000104,3,E00069614,E01013800,E02002864
spk-o-45863,male,E00069614_HH000052,2,E00069614,E01013800,E02002864
spk-o-46167,male,E00069614_HH000070,2,E00069614,E01013800,E02002864
spk-o-51653,female,E00069614_HH000015,1,E00069614,E01013800,E02002864
spk-o-46045,male,E00069614_HH000063,2,E00069614,E01013800,E02002864
spk-o-46712,male,E00069614_HH000101,4,E00069614,E01013800,E02002864
spk-o-46151,male,E00069614_HH000068,2,E00069614,E01013800,E02002864
spk-o-46975,male,E00069615_HH000032,2,E00069615,E01035104,E02002864
spk-o-47009,male,E00069615_HH000034,2,E00069615,E01035104,E02002864
spk-o-52071,female,E00069615_HH000005,1,E00069615,E01035104,E02002864
spk-o-47098,male,E00069615_HH000038,2,E00069615,E01035104,E02002864
spk-o-52207,female,E00069615_HH000023,2,E00069615,E01035104,E02002864
spk-o-47173,male,E00069615_HH000042,2,E00069615,E01035104,E02002864
spk-o-47235,male,E00069615_HH000047,2,E00069615,E01035104,E02002864
spk-o-52117,female,E00069615_HH000011,1,E00069615,E01035104,E02002864
spk-o-46957,male,E00069615_HH000030,2,E00069615,E01035104,E02002864
spk-o-47484,male,E00069615_HH000061,5,E00069615,E01035104,E02002864
spk-o-52162,female,E00069615_HH000019,1,E00069615,E01035104,E02002864
spk-o-47151,male,E00069615_HH000041,2,E00069615,E01035104,E02002864
spk-o-52122,female,E00069615_HH000012,1,E00069615,E01035104,E02002864
spk-o-46931,male,E00069615_HH000028,2,E00069615,E01035104,E02002864
spk-o-47393,male,E00069615_HH000055,2,E00069615,E01035104,E02002864
spk-o-47517,male,E00069615_HH000064,3,E00069615,E01035104,E02002864
spk-o-47493,male,E00069615_HH000062,4,E00069615,E01035104,E02002864
spk-o-52039,female,E00069615_HH000001,1,E00069615,E01035104,E02002864
spk-o-47374,male,E00069615_HH000055,2,E00069615,E01035104,E02002864
spk-o-47465,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-47177,male,E00069615_HH000043,2,E00069615,E01035104,E02002864
spk-o-46984,male,E00069615_HH000033,2,E00069615,E01035104,E02002864
spk-o-46818,male,E00069615_HH000026,2,E00069615,E01035104,E02002864
spk-o-47204,male,E00069615_HH000045,2,E00069615,E01035104,E02002864
spk-o-46969,male,E00069615_HH000031,2,E00069615,E01035104,E02002864
spk-o-52124,female,E00069615_HH000013,1,E00069615,E01035104,E02002864
spk-o-52144,female,E00069615_HH000016,1,E00069615,E01035104,E02002864
spk-o-47500,male,E00069615_HH000063,4,E00069615,E01035104,E02002864
spk-o-47273,male,E00069615_HH000048,2,E00069615,E01035104,E02002864
spk-o-47442,male,E00069615_HH000059,2,E00069615,E01035104,E02002864
spk-o-52203,female,E00069615_HH000022,2,E00069615,E01035104,E02002864
spk-o-47281,male,E00069615_HH000049,2,E00069615,E01035104,E02002864
spk-o-52179,female,E00069615_HH000021,2,E00069615,E01035104,E02002864
spk-o-47437,male,E00069615_HH000059,2,E00069615,E01035104,E02002864
spk-o-47099,male,E00069615_HH000038,2,E00069615,E01035104,E02002864
spk-o-47494,male,E00069615_HH000062,4,E00069615,E01035104,E02002864
spk-o-52237,female,E00069615_HH000025,2,E00069615,E01035104,E02002864
spk-o-47065,male,E00069615_HH000037,2,E00069615,E01035104,E02002864
spk-o-47519,male,E00069615_HH000064,3,E00069615,E01035104,E02002864
spk-o-52115,female,E00069615_HH000010,1,E00069615,E01035104,E02002864
spk-o-46857,male,E00069615_HH000027,2,E00069615,E01035104,E02002864
spk-o-52204,female,E00069615_HH000023,2,E00069615,E01035104,E02002864
spk-o-47194,male,E00069615_HH000045,2,E00069615,E01035104,E02002864
spk-o-52212,female,E00069615_HH000024,2,E00069615,E01035104,E02002864
spk-o-47509,male,E00069615_HH000063,4,E00069615,E01035104,E02002864
spk-o-47330,male,E00069615_HH000053,2,E00069615,E01035104,E02002864
spk-o-52072,female,E00069615_HH000006,1,E00069615,E01035104,E02002864
spk-o-47404,male,E00069615_HH000056,2,E00069615,E01035104,E02002864
spk-o-47191,male,E00069615_HH000044,2,E00069615,E01035104,E02002864
spk-o-46956,male,E00069615_HH000030,2,E00069615,E01035104,E02002864
spk-o-47019,male,E00069615_HH000035,2,E00069615,E01035104,E02002864
spk-o-46924,male,E00069615_HH000028,2,E00069615,E01035104,E02002864
spk-o-52146,female,E00069615_HH000017,1,E00069615,E01035104,E02002864
spk-o-47184,male,E00069615_HH000043,2,E00069615,E01035104,E02002864
spk-o-46863,male,E00069615_HH000027,2,E00069615,E01035104,E02002864
spk-o-47499,male,E00069615_HH000063,4,E00069615,E01035104,E02002864
spk-o-52082,female,E00069615_HH000008,1,E00069615,E01035104,E02002864
spk-o-46974,male,E00069615_HH000032,2,E00069615,E01035104,E02002864
spk-o-47216,male,E00069615_HH000046,2,E00069615,E01035104,E02002864
spk-o-47185,male,E00069615_HH000044,2,E00069615,E01035104,E02002864
spk-o-47320,male,E00069615_HH000052,2,E00069615,E01035104,E02002864
spk-o-52209,female,E00069615_HH000024,2,E00069615,E01035104,E02002864
spk-o-52163,female,E00069615_HH000020,2,E00069615,E01035104,E02002864
spk-o-47433,male,E00069615_HH000058,2,E00069615,E01035104,E02002864
spk-o-47454,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-52097,female,E00069615_HH000009,1,E00069615,E01035104,E02002864
spk-o-52132,female,E00069615_HH000014,1,E00069615,E01035104,E02002864
spk-o-47328,male,E00069615_HH000052,2,E00069615,E01035104,E02002864
spk-o-52067,female,E00069615_HH000004,1,E00069615,E01035104,E02002864
spk-o-52149,female,E00069615_HH000018,1,E00069615,E01035104,E02002864
spk-o-46954,male,E00069615_HH000029,2,E00069615,E01035104,E02002864
spk-o-47425,male,E00069615_HH000057,2,E00069615,E01035104,E02002864
spk-o-52078,female,E00069615_HH000007,1,E00069615,E01035104,E02002864
spk-o-47278,male,E00069615_HH000049,2,E00069615,E01035104,E02002864
spk-o-47469,male,E00069615_HH000061,5,E00069615,E01035104,E02002864
spk-o-47431,male,E00069615_HH000058,2,E00069615,E01035104,E02002864
spk-o-47090,male,E00069615_HH000037,2,E00069615,E01035104,E02002864
spk-o-47024,male,E00069615_HH000035,2,E00069615,E01035104,E02002864
spk-o-47307,male,E00069615_HH000050,2,E00069615,E01035104,E02002864
spk-o-47007,male,E00069615_HH000033,2,E00069615,E01035104,E02002864
spk-o-47308,male,E00069615_HH000051,2,E00069615,E01035104,E02002864
spk-o-47144,male,E00069615_HH000041,2,E00069615,E01035104,E02002864
spk-o-47510,male,E00069615_HH000063,4,E00069615,E01035104,E02002864
spk-o-47296,male,E00069615_HH000050,2,E00069615,E01035104,E02002864
spk-o-47427,male,E00069615_HH000057,2,E00069615,E01035104,E02002864
spk-o-46961,male,E00069615_HH000031,2,E00069615,E01035104,E02002864
spk-o-47122,male,E00069615_HH000039,2,E00069615,E01035104,E02002864
spk-o-47010,male,E00069615_HH000034,2,E00069615,E01035104,E02002864
spk-o-47372,male,E00069615_HH000054,2,E00069615,E01035104,E02002864
spk-o-47495,male,E00069615_HH000062,4,E00069615,E01035104,E02002864
spk-o-47105,male,E00069615_HH000039,2,E00069615,E01035104,E02002864
spk-o-47272,male,E00069615_HH000048,2,E00069615,E01035104,E02002864
spk-o-46825,male,E00069615_HH000026,2,E00069615,E01035104,E02002864
spk-o-47498,male,E00069615_HH000062,4,E00069615,E01035104,E02002864
spk-o-47125,male,E00069615_HH000040,2,E00069615,E01035104,E02002864
spk-o-47156,male,E00069615_HH000042,2,E00069615,E01035104,E02002864
spk-o-47448,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-46940,male,E00069615_HH000029,2,E00069615,E01035104,E02002864
spk-o-52220,female,E00069615_HH000025,2,E00069615,E01035104,E02002864
spk-o-47482,male,E00069615_HH000061,5,E00069615,E01035104,E02002864
spk-o-52046,female,E00069615_HH000002,1,E00069615,E01035104,E02002864
spk-o-47058,male,E00069615_HH000036,2,E00069615,E01035104,E02002864
spk-o-52178,female,E00069615_HH000021,2,E00069615,E01035104,E02002864
spk-o-52063,female,E00069615_HH000003,1,E00069615,E01035104,E02002864
spk-o-52198,female,E00069615_HH000022,2,E00069615,E01035104,E02002864
spk-o-47462,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-47446,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-47369,male,E00069615_HH000054,2,E00069615,E01035104,E02002864
spk-o-47492,male,E00069615_HH000061,5,E00069615,E01035104,E02002864
spk-o-47254,male,E00069615_HH000047,2,E00069615,E01035104,E02002864
spk-o-47346,male,E00069615_HH000053,2,E00069615,E01035104,E02002864
spk-o-47310,male,E00069615_HH000051,2,E00069615,E01035104,E02002864
spk-o-47520,male,E00069615_HH000064,3,E00069615,E01035104,E02002864
spk-o-52174,female,E00069615_HH000020,2,E00069615,E01035104,E02002864
spk-o-47141,male,E00069615_HH000040,2,E00069615,E01035104,E02002864
spk-o-47212,male,E00069615_HH000046,2,E00069615,E01035104,E02002864
spk-o-47479,male,E00069615_HH000061,5,E00069615,E01035104,E02002864
spk-o-52142,female,E00069615_HH000015,1,E00069615,E01035104,E02002864
spk-o-47407,male,E00069615_HH000056,2,E00069615,E01035104,E02002864
spk-o-47026,male,E00069615_HH000036,2,E00069615,E01035104,E02002864
spk-o-47461,male,E00069615_HH000060,6,E00069615,E01035104,E02002864
spk-o-52378,female,E00069616_HH000020,1,E00069616,E01013800,E02002864
spk-o-52602,female,E00069616_HH000036,2,E00069616,E01013800,E02002864
spk-o-47944,male,E00069616_HH000090,5,E00069616,E01013800,E02002864
spk-o-47627,male,E00069616_HH000054,2,E00069616,E01013800,E02002864
spk-o-47902,male,E00069616_HH000088,2,E00069616,E01013800,E02002864
spk-o-52367,female,E00069616_HH000016,1,E00069616,E01013800,E02002864
spk-o-52448,female,E00069616_HH000025,1,E00069616,E01013800,E02002864
spk-o-47584,male,E00069616_HH000049,2,E00069616,E01013800,E02002864
spk-o-47765,male,E00069616_HH000072,2,E00069616,E01013800,E02002864
spk-o-47777,male,E00069616_HH000074,2,E00069616,E01013800,E02002864
spk-o-47688,male,E00069616_HH000062,2,E00069616,E01013800,E02002864
spk-o-47976,male,E00069616_HH000091,5,E00069616,E01013800,E02002864
spk-o-47585,male,E00069616_HH000050,2,E00069616,E01013800,E02002864
spk-o-47882,male,E00069616_HH000086,2,E00069616,E01013800,E02002864
spk-o-52637,female,E00069616_HH000038,2,E00069616,E01013800,E02002864
spk-o-52375,female,E00069616_HH000017,1,E00069616,E01013800,E02002864
spk-o-47527,male,E00069616_HH000041,2,E00069616,E01013800,E02002864
spk-o-47806,male,E00069616_HH000078,2,E00069616,E01013800,E02002864
spk-o-47696,male,E00069616_HH000063,2,E00069616,E01013800,E02002864
spk-o-47543,male,E00069616_HH000043,2,E00069616,E01013800,E02002864
spk-o-47700,male,E00069616_HH000064,2,E00069616,E01013800,E02002864
spk-o-47796,male,E00069616_HH000075,2,E00069616,E01013800,E02002864
spk-o-47889,male,E00069616_HH000087,2,E00069616,E01013800,E02002864
spk-o-52505,female,E00069616_HH000030,2,E00069616,E01013800,E02002864
spk-o-52332,female,E00069616_HH000010,1,E00069616,E01013800,E02002864
spk-o-48035,male,E00069616_HH000094,3,E00069616,E01013800,E02002864
spk-o-47564,male,E00069616_HH000045,2,E00069616,E01013800,E02002864
spk-o-52377,female,E00069616_HH000019,1,E00069616,E01013800,E02002864
spk-o-47913,male,E00069616_HH000089,6,E00069616,E01013800,E02002864
spk-o-48036,male,E00069616_HH000094,3,E00069616,E01013800,E02002864
spk-o-47751,male,E00069616_HH000070,2,E00069616,E01013800,E02002864
spk-o-47541,male,E00069616_HH000043,2,E00069616,E01013800,E02002864
spk-o-47865,male,E00069616_HH000085,2,E00069616,E01013800,E02002864
spk-o-47808,male,E00069616_HH000078,2,E00069616,E01013800,E02002864
spk-o-47581,male,E00069616_HH000048,2,E00069616,E01013800,E02002864
spk-o-52500,female,E00069616_HH000030,2,E00069616,E01013800,E02002864
spk-o-47776,male,E00069616_HH000074,2,E00069616,E01013800,E02002864
spk-o-47579,male,E00069616_HH000048,2,E00069616,E01013800,E02002864
spk-o-47583,male,E00069616_HH000049,2,E00069616,E01013800,E02002864
spk-o-52525,female,E00069616_HH000031,2,E00069616,E01013800,E02002864
spk-o-52346,female,E00069616_HH000013,1,E00069616,E01013800,E02002864
spk-o-52600,female,E00069616_HH000036,2,E00069616,E01013800,E02002864
